userType,age,gender,educationLevel,occupation,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,rentPayment,utility1Payment,utility2Payment,gpa,collegeScore,cosignerIncome,scholarship,creditScore
working,37,male,bachelors,software engineer,21579.64,63991.96,88563.76,118733.46,114798.54,80050.43,on-time,on-time,on-time,,,,,91
student,29,male,bachelors,student,0.0,1407.51,0.0,0.0,0.0,0.0,on-time,on-time,on-time,7.39,75,0.0,0,70
working,53,other,masters,teacher,82856.59,15011.55,28554.23,12231.7,89561.44,12403.38,on-time,late,on-time,,,,,64
student,30,female,other,student,0.0,0.0,0.0,1645.44,0.0,3416.08,on-time,na,on-time,8.29,63,0.0,0,65
working,44,male,masters,teacher,20599.77,29716.58,46705.01,70967.74,45227.55,51474.04,on-time,na,on-time,,,,,78
working,29,female,masters,sales,109771.65,55471.13,55362.29,37087.77,19733.81,35140.6,on-time,on-time,on-time,,,,,84
working,34,female,phd,software engineer,12169.61,61307.44,103606.42,25751.04,34656.33,53388.26,on-time,na,late,,,,,60
working,41,other,bachelors,manager,59725.26,48702.27,61463.92,119228.42,99515.44,115489.35,on-time,on-time,on-time,,,,,81
student,25,male,bachelors,student,0.0,0.0,4143.08,0.0,0.0,531.57,late,on-time,late,8.62,71,129615.08,0,89
student,29,female,other,student,872.03,0.0,648.52,0.0,1422.76,1056.13,on-time,on-time,on-time,9.75,45,0.0,0,73
working,34,other,bachelors,sales,109559.83,17421.42,59015.79,80308.24,107690.61,27108.34,on-time,on-time,late,,,,,79
student,28,female,bachelors,student,3845.43,2597.53,0.0,0.0,0.0,0.0,na,late,late,9.21,59,0.0,0,79
student,20,other,bachelors,student,0.0,3798.48,0.0,2901.64,1091.69,3482.05,na,on-time,na,9.93,92,85719.6,0,94
student,19,other,bachelors,student,0.0,4163.14,0.0,0.0,0.0,4882.41,on-time,late,late,6.34,44,120949.16,0,66
working,25,other,phd,software engineer,82701.67,87201.98,42133.71,81116.58,16394.29,10941.42,on-time,on-time,on-time,,,,,89
working,38,female,bachelors,analyst,12938.07,28942.45,46078.41,15425.1,33321.47,12867.21,on-time,on-time,on-time,,,,,84
working,44,male,masters,analyst,117628.67,49029.02,82133.18,82419.19,56067.87,19607.39,on-time,on-time,on-time,,,,,73
working,44,female,bachelors,sales,98846.31,23430.04,87921.6,44803.28,35723.48,79154.09,on-time,on-time,late,,,,,67
student,27,male,other,student,929.13,0.0,0.0,631.88,0.0,0.0,on-time,late,na,7.66,61,0.0,0,61
student,21,other,bachelors,student,1485.83,0.0,2826.49,1185.24,0.0,0.0,late,late,on-time,5.59,45,94853.53,0,57
student,25,other,bachelors,student,0.0,0.0,0.0,0.0,0.0,1557.82,late,on-time,late,8.97,59,0.0,0,76
working,58,other,bachelors,sales,24823.69,54137.71,111828.0,118134.25,92305.0,38347.66,on-time,on-time,on-time,,,,,80
working,36,female,other,sales,81088.25,14414.17,43343.7,10616.05,44611.61,67275.62,on-time,on-time,on-time,,,,,70
working,32,male,masters,manager,118917.2,81489.31,105854.14,82083.86,71867.51,20153.13,on-time,on-time,late,,,,,65
working,29,male,masters,technician,101170.26,36156.41,96222.86,98317.43,69483.36,50006.76,on-time,on-time,on-time,,,,,88
working,56,other,bachelors,analyst,108784.24,11135.25,62769.05,25744.52,37692.73,31228.47,na,on-time,on-time,,,,,67
working,44,female,masters,teacher,103221.59,30458.19,79639.57,19017.96,58241.43,27168.24,on-time,late,on-time,,,,,71
working,32,other,phd,teacher,83490.8,104975.77,94488.62,54052.21,87182.41,74152.63,on-time,on-time,on-time,,,,,92
working,33,female,bachelors,manager,39220.72,110430.3,67120.84,45672.56,49163.18,51840.45,on-time,on-time,on-time,,,,,72
working,54,female,masters,manager,55703.65,119976.14,44621.68,36772.23,89208.61,88147.37,on-time,on-time,on-time,,,,,85
student,26,male,bachelors,student,578.69,0.0,0.0,0.0,4885.74,0.0,late,na,on-time,5.27,62,79161.66,0,63
student,25,male,bachelors,student,1768.04,0.0,0.0,0.0,3308.16,1838.63,late,na,on-time,6.15,42,0.0,1,63
working,31,male,bachelors,software engineer,78675.02,107710.34,114448.15,57168.14,116021.85,80543.14,on-time,on-time,on-time,,,,,92
student,17,male,bachelors,student,0.0,0.0,4458.25,0.0,2045.86,0.0,late,on-time,late,8.24,85,0.0,0,74
student,21,female,bachelors,student,0.0,0.0,0.0,0.0,4909.72,206.02,late,late,on-time,5.14,80,117918.21,0,64
working,29,male,bachelors,teacher,66965.45,11730.24,38935.12,111069.64,64437.96,18084.94,on-time,on-time,on-time,,,,,73
working,29,male,bachelors,technician,48915.47,105326.26,49659.8,27294.49,89348.3,101870.67,on-time,on-time,late,,,,,69
student,17,other,bachelors,student,3887.86,2851.65,0.0,0.0,3353.38,4287.4,late,on-time,on-time,5.73,78,0.0,0,57
student,22,other,bachelors,student,0.0,0.0,1570.52,1623.16,0.0,0.0,on-time,late,na,5.42,73,0.0,0,55
working,59,male,masters,manager,61181.6,93594.29,100498.08,54306.87,81079.0,60064.84,on-time,on-time,late,,,,,75
student,24,female,bachelors,student,4385.08,0.0,0.0,0.0,1697.72,0.0,na,on-time,on-time,8.64,92,0.0,0,83
student,20,other,bachelors,student,0.0,0.0,147.03,0.0,1233.15,3664.82,on-time,on-time,on-time,9.55,80,115843.2,1,100
student,18,male,bachelors,student,713.85,0.0,0.0,4041.74,2564.54,0.0,late,on-time,late,9.66,89,133843.65,1,93
working,55,female,masters,sales,106464.67,71319.41,84907.16,39281.0,113664.88,10639.62,on-time,on-time,on-time,,,,,76
student,21,other,other,student,0.0,0.0,0.0,0.0,0.0,0.0,na,na,on-time,8.45,58,0.0,0,62
working,55,female,masters,teacher,21322.56,60000.96,79473.52,50132.12,50670.97,116703.16,on-time,on-time,late,,,,,69
working,48,female,masters,analyst,116016.74,47825.42,82863.28,37071.99,65037.82,21101.65,on-time,on-time,on-time,,,,,85
working,43,other,bachelors,manager,53510.36,103657.36,103686.3,81166.91,39169.58,99623.3,on-time,on-time,on-time,,,,,87
student,22,other,other,student,3351.1,3862.66,898.39,0.0,2384.1,352.45,na,na,late,6.8,94,0.0,0,75
working,23,female,bachelors,analyst,62672.99,89387.41,36817.77,47215.67,21498.05,23826.17,on-time,on-time,na,,,,,70
working,48,other,masters,teacher,78056.24,38124.49,54460.77,94779.93,58761.17,23363.56,on-time,late,on-time,,,,,69
working,42,other,bachelors,software engineer,115180.56,79324.28,116160.94,60177.22,102716.48,63154.92,on-time,on-time,on-time,,,,,76
working,39,other,phd,analyst,38254.29,71444.76,51037.6,10969.56,101267.27,48361.13,on-time,on-time,on-time,,,,,79
student,20,other,other,student,0.0,1534.31,3242.71,0.0,4352.96,0.0,on-time,na,late,9.11,79,0.0,1,79
student,25,other,other,student,0.0,0.0,4714.03,0.0,4544.35,2429.21,late,late,late,9.32,51,0.0,0,69
working,57,female,bachelors,clerk,94979.98,69578.04,76675.26,97600.91,35088.72,72156.69,on-time,on-time,on-time,,,,,82
student,17,female,bachelors,student,0.0,399.67,1254.73,609.47,0.0,0.0,na,na,on-time,5.63,50,0.0,0,54
working,53,male,bachelors,analyst,35831.17,34002.49,63331.39,22900.55,74808.39,114895.68,on-time,on-time,late,,,,,66
working,38,other,masters,technician,88433.7,51044.23,117143.39,18196.33,60716.46,98661.25,on-time,on-time,on-time,,,,,93
working,47,other,phd,teacher,107274.26,62565.36,100439.83,42531.59,35300.89,23280.04,on-time,on-time,late,,,,,73
working,49,female,bachelors,clerk,93849.87,86469.31,71312.23,69673.24,60415.44,82472.31,on-time,on-time,on-time,,,,,94
working,44,female,bachelors,teacher,44123.61,102960.51,91722.13,92177.63,115928.16,96414.64,on-time,late,on-time,,,,,69
student,23,female,bachelors,student,0.0,0.0,0.0,4878.81,0.0,4079.19,on-time,late,late,5.68,54,0.0,0,56
working,48,male,high-school,teacher,90338.05,102194.07,68423.81,77931.73,40474.59,50556.52,on-time,on-time,late,,,,,60
student,26,female,masters,student,0.0,0.0,2455.53,4434.23,4096.42,2128.82,on-time,on-time,late,9.88,95,0.0,1,100
working,59,female,bachelors,teacher,44205.64,58923.21,54944.03,18521.67,19279.39,51607.86,na,on-time,na,,,,,64
working,60,female,bachelors,sales,112575.15,55868.99,45874.52,35508.36,42524.08,14278.74,on-time,on-time,on-time,,,,,83
student,25,male,bachelors,student,0.0,4019.26,0.0,0.0,0.0,2487.23,on-time,na,on-time,8.85,55,0.0,0,71
student,27,female,high-school,student,0.0,0.0,0.0,4600.96,0.0,109.92,late,on-time,late,5.96,70,0.0,0,59
student,18,female,bachelors,student,3890.59,3113.66,4732.03,0.0,2975.44,0.0,late,late,na,7.25,86,0.0,0,75
working,55,male,bachelors,sales,97488.17,78869.9,29348.67,20239.92,53485.37,25811.19,on-time,late,on-time,,,,,72
working,56,other,bachelors,clerk,73693.7,59883.96,71040.7,119957.02,114809.92,13979.71,on-time,on-time,on-time,,,,,82
working,59,male,other,sales,32286.83,46390.83,109097.05,107141.2,28070.49,117278.37,on-time,on-time,on-time,,,,,85
working,48,female,bachelors,sales,62658.3,46208.96,30091.72,65703.05,83167.4,66836.64,on-time,on-time,on-time,,,,,75
student,30,other,bachelors,student,4644.17,3616.97,0.0,0.0,0.0,2198.27,late,on-time,na,7.0,41,0.0,0,66
student,28,other,bachelors,student,0.0,2944.17,0.0,0.0,1827.28,0.0,late,late,on-time,7.35,91,87022.64,0,78
student,20,female,bachelors,student,0.0,0.0,0.0,0.0,481.06,0.0,on-time,na,late,6.19,48,13649.2,0,50
student,18,male,high-school,student,0.0,0.0,0.0,2817.22,0.0,0.0,na,on-time,on-time,7.35,75,0.0,0,66
student,23,other,masters,student,41.89,2782.17,0.0,0.0,3533.81,0.0,on-time,na,na,6.32,90,0.0,0,82
working,29,male,masters,manager,80637.39,95430.62,63574.99,103488.2,87351.63,21527.31,on-time,on-time,on-time,,,,,86
student,26,other,bachelors,student,2162.12,0.0,0.0,0.0,0.0,0.0,on-time,late,on-time,7.4,82,0.0,0,71
student,20,other,bachelors,student,1144.18,0.0,0.0,3174.93,4445.43,4433.87,na,na,on-time,9.78,92,0.0,0,88
working,38,male,bachelors,technician,40627.86,77624.56,26849.47,100687.92,84556.1,57396.6,on-time,on-time,on-time,,,,,81
working,38,other,bachelors,analyst,84293.59,112875.97,18032.31,108638.74,113308.84,84026.46,on-time,on-time,on-time,,,,,79
student,25,male,bachelors,student,3489.8,4029.17,0.0,0.0,0.0,4059.04,late,on-time,late,6.79,91,0.0,0,65
student,30,other,other,student,0.0,0.0,0.0,731.35,4920.47,0.0,late,late,late,7.39,75,0.0,0,66
student,17,other,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,na,late,on-time,6.84,95,0.0,1,80
student,28,male,other,student,1304.94,3132.52,0.0,0.0,2085.11,4967.1,na,late,on-time,5.57,55,10027.48,0,68
working,34,female,masters,teacher,118186.32,56709.68,111109.76,74130.32,46218.24,114181.83,late,on-time,on-time,,,,,68
working,36,male,masters,teacher,78798.14,34279.54,70370.65,59777.02,23448.45,40491.76,na,on-time,on-time,,,,,75
student,30,female,bachelors,student,1446.24,0.0,0.0,0.0,0.0,3009.26,na,na,na,9.8,48,0.0,0,78
student,19,female,high-school,student,2579.85,0.0,2703.09,0.0,4371.22,0.0,on-time,on-time,on-time,8.24,49,0.0,1,71
working,24,male,masters,technician,90667.47,107140.65,42794.93,76906.56,82992.04,92154.56,on-time,on-time,on-time,,,,,84
student,29,male,bachelors,student,1486.2,0.0,0.0,0.0,0.0,3223.76,na,na,na,6.45,65,0.0,1,74
student,25,other,bachelors,student,3165.91,4477.72,537.24,0.0,2576.39,0.0,late,on-time,late,9.03,57,0.0,0,76
student,23,female,bachelors,student,0.0,717.7,0.0,1680.18,0.0,0.0,na,late,late,5.43,57,0.0,0,49
working,34,female,bachelors,software engineer,16012.94,107953.08,39652.82,20544.58,117004.59,67718.64,on-time,on-time,on-time,,,,,75
working,40,female,masters,manager,107456.73,86215.29,92339.7,34512.25,25934.48,74567.77,on-time,on-time,on-time,,,,,92
working,31,other,bachelors,sales,69822.7,90316.78,88538.39,119297.47,24552.62,39824.48,on-time,on-time,on-time,,,,,82
student,17,female,other,student,4111.16,0.0,0.0,4874.01,4853.11,0.0,on-time,na,late,6.68,65,139216.31,0,60
working,33,male,masters,technician,51591.21,109588.69,77978.06,92838.49,65236.86,69305.77,on-time,on-time,on-time,,,,,81
student,17,male,bachelors,student,0.0,3191.7,0.0,0.0,4080.03,0.0,late,na,on-time,9.11,69,0.0,0,76
working,32,male,high-school,software engineer,40380.88,22522.93,92746.23,92881.4,70953.75,28260.18,on-time,on-time,on-time,,,,,74
student,27,other,bachelors,student,0.0,3295.14,0.0,0.0,0.0,0.0,on-time,na,na,8.84,70,19068.01,0,69
student,28,female,bachelors,student,0.0,539.24,0.0,0.0,0.0,0.0,na,late,na,6.01,51,0.0,0,55
working,38,female,bachelors,analyst,116705.63,74576.76,12871.33,100031.11,92784.97,53450.11,on-time,on-time,on-time,,,,,89
student,21,other,other,student,0.0,0.0,2456.62,1908.32,3114.52,0.0,on-time,na,late,7.15,54,0.0,0,61
student,19,other,bachelors,student,0.0,0.0,0.0,0.0,2552.21,3734.0,on-time,late,na,6.65,86,145235.82,0,82
student,22,male,bachelors,student,1769.06,1077.36,0.0,0.0,2411.47,0.0,on-time,na,na,9.13,69,0.0,0,80
working,51,female,bachelors,clerk,70656.13,79292.07,79564.23,23176.34,60255.63,69720.44,on-time,on-time,late,,,,,66
student,27,other,bachelors,student,505.88,136.2,0.0,0.0,0.0,2183.36,na,na,na,7.5,71,0.0,0,76
working,28,other,bachelors,software engineer,22641.57,53093.14,74980.24,106330.51,27805.84,49241.02,on-time,on-time,on-time,,,,,86
student,30,male,other,student,0.0,0.0,0.0,0.0,0.0,1757.0,na,on-time,on-time,6.69,76,0.0,0,62
working,53,male,other,analyst,55660.15,10654.01,79073.7,88909.71,116425.91,48429.25,on-time,late,on-time,,,,,57
student,19,male,bachelors,student,0.0,822.41,0.0,0.0,0.0,0.0,na,on-time,na,6.93,65,122751.54,0,80
student,25,female,bachelors,student,0.0,4927.13,0.0,3923.58,1290.91,2760.07,na,late,on-time,5.74,61,0.0,0,51
student,21,male,other,student,1265.69,0.0,2404.19,0.0,4852.49,0.0,late,on-time,on-time,7.08,76,53640.19,0,62
student,18,male,bachelors,student,867.04,0.0,0.0,0.0,0.0,0.0,on-time,late,on-time,6.49,69,145431.77,0,76
working,49,other,bachelors,manager,41296.82,11059.81,26141.99,106212.68,13379.82,116602.64,on-time,on-time,on-time,,,,,69
student,20,female,bachelors,student,0.0,2935.19,0.0,1124.02,0.0,0.0,late,on-time,late,5.62,54,0.0,0,56
student,26,other,bachelors,student,0.0,3803.35,2395.78,0.0,4088.66,0.0,on-time,on-time,on-time,8.58,93,63543.45,0,81
working,23,male,bachelors,software engineer,73115.63,39841.23,89685.2,52237.68,95825.43,93343.44,on-time,on-time,on-time,,,,,83
student,30,male,bachelors,student,0.0,3647.56,2518.48,0.0,0.0,924.16,late,na,late,9.2,61,54854.61,0,75
working,50,male,bachelors,manager,43809.51,67213.57,101665.67,61048.67,54102.45,20362.19,on-time,on-time,on-time,,,,,80
working,28,male,bachelors,analyst,13907.31,76720.58,69805.14,101042.7,85066.55,102999.25,on-time,on-time,on-time,,,,,84
working,57,other,high-school,manager,54790.1,61709.83,13478.07,46337.33,12127.08,66515.71,on-time,na,on-time,,,,,54
working,49,female,bachelors,clerk,60704.77,29267.4,112910.61,40375.39,19917.66,118484.76,on-time,on-time,on-time,,,,,85
student,24,male,other,student,0.0,4803.21,0.0,0.0,0.0,0.0,late,late,na,6.38,72,0.0,0,49
working,54,male,masters,clerk,39663.56,26490.45,108745.19,118040.42,41800.7,116262.01,on-time,on-time,on-time,,,,,81
student,21,other,bachelors,student,0.0,1808.21,0.0,0.0,0.0,0.0,late,on-time,late,7.21,77,0.0,0,71
student,21,other,masters,student,0.0,3918.04,4846.45,0.0,0.0,0.0,on-time,on-time,na,7.39,67,0.0,0,77
student,21,female,bachelors,student,4570.33,4432.09,0.0,3075.96,713.17,0.0,na,on-time,late,9.43,89,0.0,0,75
working,42,other,bachelors,technician,88090.89,118873.94,15016.96,104975.02,108731.78,81482.1,on-time,on-time,on-time,,,,,81
student,22,male,bachelors,student,3432.59,0.0,4479.54,0.0,1140.75,4294.86,on-time,na,late,7.25,46,0.0,0,62
working,46,male,bachelors,technician,112755.94,94820.56,22544.49,25203.16,37978.87,108897.78,on-time,on-time,on-time,,,,,87
student,24,female,bachelors,student,0.0,4976.35,0.0,1334.4,0.0,0.0,on-time,na,late,6.38,50,0.0,0,58
working,59,male,bachelors,clerk,28141.08,44227.81,59946.63,111076.8,67956.15,71191.05,on-time,on-time,on-time,,,,,77
working,50,other,masters,software engineer,78600.1,54891.14,67960.48,58238.08,105312.63,85558.51,on-time,late,on-time,,,,,60
working,43,other,bachelors,clerk,45524.35,101681.97,57945.15,41630.25,64148.72,22287.78,on-time,on-time,on-time,,,,,89
working,40,other,masters,teacher,59311.47,15051.27,48947.35,72432.37,22984.16,117393.05,na,late,on-time,,,,,58
student,27,male,bachelors,student,4400.56,0.0,0.0,0.0,0.0,4792.48,on-time,late,late,5.71,91,0.0,1,73
working,58,male,phd,software engineer,10781.95,37165.56,100781.07,47003.96,109718.9,87591.59,on-time,on-time,on-time,,,,,80
working,41,male,bachelors,software engineer,67223.08,90920.04,69327.96,15258.1,83705.86,58211.85,on-time,on-time,on-time,,,,,72
student,23,other,bachelors,student,4432.21,0.0,973.53,0.0,0.0,0.0,late,na,na,8.09,86,0.0,0,77
student,25,female,bachelors,student,260.13,4396.17,4285.07,0.0,0.0,1160.13,on-time,on-time,on-time,5.26,47,1965.84,0,57
student,26,male,bachelors,student,4837.41,2922.36,0.0,2307.57,2486.18,3057.5,late,na,on-time,5.08,55,0.0,0,67
student,22,other,bachelors,student,0.0,0.0,0.0,399.87,0.0,0.0,late,na,on-time,7.31,88,0.0,0,80
student,22,female,other,student,789.86,0.0,4006.26,0.0,1479.39,0.0,on-time,on-time,on-time,6.07,70,0.0,0,57
student,28,other,other,student,0.0,0.0,0.0,0.0,0.0,0.0,on-time,on-time,na,8.98,60,0.0,0,72
student,29,female,bachelors,student,0.0,4138.25,0.0,0.0,0.0,0.0,on-time,on-time,on-time,8.85,60,0.0,0,84
working,42,female,phd,manager,84149.55,20548.58,12836.68,49831.94,88689.68,10953.71,on-time,on-time,late,,,,,61
working,51,other,high-school,sales,65237.21,59254.92,109578.22,79516.04,101554.97,54050.2,on-time,late,late,,,,,61
student,18,female,bachelors,student,4682.99,0.0,0.0,0.0,0.0,0.0,on-time,late,na,9.46,70,0.0,0,78
working,28,male,bachelors,clerk,67333.23,21259.36,24093.75,110782.24,12957.6,11341.11,na,on-time,on-time,,,,,65
working,44,male,phd,technician,60773.88,109522.28,70732.09,34367.9,73487.61,22630.56,late,on-time,on-time,,,,,67
working,45,other,masters,software engineer,92712.31,63389.7,105371.03,17728.73,46544.62,43345.18,on-time,on-time,on-time,,,,,85
student,28,other,other,student,4701.18,2551.76,2186.56,0.0,0.0,0.0,na,late,late,5.77,72,0.0,0,59
student,21,male,bachelors,student,3142.98,4198.47,3921.45,0.0,0.0,0.0,on-time,na,on-time,7.39,51,0.0,0,62
student,18,female,bachelors,student,3031.12,1189.22,0.0,0.0,2963.86,2676.33,na,on-time,late,5.79,91,0.0,0,72
working,49,female,high-school,manager,50624.09,70382.12,57578.23,74536.83,52503.64,14331.78,late,on-time,on-time,,,,,57
working,39,other,masters,software engineer,104425.05,52804.61,37221.29,39534.62,33077.53,17362.27,na,on-time,late,,,,,70
working,60,other,bachelors,clerk,55810.26,91005.08,18715.74,35461.69,69903.39,88997.6,on-time,on-time,on-time,,,,,79
student,26,male,bachelors,student,0.0,0.0,0.0,148.09,0.0,0.0,on-time,na,on-time,8.73,51,0.0,1,70
working,55,female,bachelors,technician,100007.29,74105.48,60248.61,91394.32,45889.38,98389.01,on-time,on-time,on-time,,,,,81
working,44,other,bachelors,analyst,30742.47,112716.63,26813.28,50709.56,33068.97,97032.06,on-time,on-time,on-time,,,,,78
working,44,female,bachelors,software engineer,88486.91,23994.35,65951.65,16317.48,26914.06,46661.18,na,on-time,on-time,,,,,70
student,21,other,other,student,0.0,3297.11,617.5,0.0,0.0,880.57,late,late,late,9.24,65,105281.93,1,87
student,22,other,masters,student,0.0,0.0,0.0,0.0,4582.75,1954.94,on-time,late,na,6.19,73,0.0,0,66
working,22,male,masters,technician,63660.29,97905.5,113002.91,65456.2,61233.15,57584.53,on-time,on-time,late,,,,,67
student,18,male,other,student,0.0,672.23,0.0,0.0,0.0,0.0,na,on-time,late,5.44,66,0.0,0,55
student,29,female,bachelors,student,0.0,0.0,0.0,691.98,0.0,0.0,na,on-time,on-time,6.87,89,2072.96,0,74
working,38,female,bachelors,analyst,61519.03,34743.47,86521.01,81575.89,14424.11,102733.54,late,on-time,on-time,,,,,66
student,30,female,bachelors,student,2637.59,0.0,3344.05,902.94,0.0,0.0,na,on-time,on-time,5.34,68,0.0,0,61
student,24,female,bachelors,student,215.35,0.0,0.0,993.78,844.64,2655.04,late,on-time,on-time,7.38,77,0.0,0,68
working,24,female,bachelors,clerk,41279.32,14669.73,53209.46,74163.06,57407.21,86458.16,late,on-time,on-time,,,,,67
working,48,female,bachelors,clerk,47560.23,66613.68,32019.02,52774.73,64180.61,68962.61,on-time,on-time,on-time,,,,,82
student,29,female,bachelors,student,0.0,3549.89,0.0,0.0,239.41,0.0,na,na,na,6.75,95,48053.39,0,72
student,29,male,bachelors,student,3366.96,0.0,2526.67,0.0,0.0,0.0,late,late,na,8.46,81,67160.95,0,74
student,20,male,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,late,on-time,on-time,8.3,67,0.0,0,75
